Estimation_point,Date,Year,Road_Segment_Type,Lat,Long,Proj Lat,Proj Long,Region,Day Volume,AADT,AAWDT,Tom Tom Day,Tom Tom AADT,Tom Tom AAWDT,Pen Rate Day,Pen Rate AADT,Pen Rate AAWDT,Road Class,Road Class FID,Speed,Speed Limit FID,Lanes,Lane Number FID,descriptio,Aggregate,CensusDivision,Population2021,PopPerSqKm2021,Employment_rate,Employment_Count,Removed?,Note
102992,8/22/2023,2023,Estimation,53.5682492,-113.5259349,5935303.106,28779.0151,NorthWest,27294.0,24646.73759,25323.70442,4208.0,4040.931832,0.0,15.42%,16.40%,0.00%,Minor Arterial,22297,60,2678,3,15603,General Commercial,Commercial,Division No. 11,545,798.9,64.9,485.0,0,
102996,8/22/2023,2023,Estimation,53.5689114,-113.5274997,5935431.272,28954.5908,NorthWest,33199.0,29979.00789,30802.43508,5156.0,4818.169142,0.0,15.53%,16.07%,0.00%,Minor Arterial,22298,60,2678,3,15232,General Commercial,Commercial,Division No. 11,545,798.9,64.9,485.0,0,
512952,8/22/2023,2023,Estimation,53.463654,-113.396527,5935551.352,28772.5311,SouthEast,19990.0,25859.55742,30800.49944,2396.0,2820.767049,0.0,11.99%,10.91%,0.00%,Minor Arterial,5471,50,16515,2,31762,Small Scale Residential,Residential,Division No. 11,541,1113.6,48.0,500.0,0,
540479,8/22/2023,2023,Estimation,53.4259196,-113.4735674,5937718.532,38115.8979,SouthEast,29085.0,24776.00644,29509.91621,4917.0,5147.890513,0.0,16.91%,20.78%,0.00%,Minor Arterial,28670,60,11343,2,10959,Small Scale Flex Residential,Residential,Division No. 11,1755,6292.6,67.1,1400.0,0,
444929,9/6/2023,2023,Estimation,53.6246366,-113.5010416,5934881.232,34528.7847,NorthWest,725.0,676.8046163,695.3942681,30.0,24.56819517,25.71073772,4.14%,3.63%,3.70%,Local,44732,40,1966,2,27641,Small-Medium Scale Transition Residential,Residential,Division No. 11,795,5328.4,40.4,570.0,0,
1105278,9/6/2023,2023,Midblock,53.589099,-113.434991,5931141.7,31573.2586,NorthEast,15643.0,13764.55223,14882.19917,2166.0,2521.910714,2529.931818,13.85%,18.32%,17.00%,Minor Arterial,29230,50,9179,3,26521,Small Scale Residential,Residential,Division No. 11,507,1442.8,40.7,430.0,0,
1108360,9/13/2023,2023,Midblock,53.505516,-113.633941,5931142.189,31377.5787,NorthWest,1167.0,1089.422051,1119.344981,88.0,81.93361003,82.30240743,7.54%,7.52%,7.35%,Local,50328,40,13321,2,8575,Parks and Services,Others,Division No. 11,930,3954.1,65.4,780.0,0,
1113318,9/19/2023,2023,Midblock,53.532881,-113.450004,5938273.348,36887.8776,Downtown,2206.0,2009.571095,2184.244263,227.0,221.8248358,222.5979894,10.29%,11.04%,10.19%,Collector,11152,40,2987,2,12878,Medium Scale Residential,Residential,Division No. 11,867,2962.1,46.5,645.0,0,
1114507,9/19/2023,2023,Midblock,53.549348,-113.451404,5938178.744,36948.1855,Downtown,12348.0,11248.49677,12226.2231,1669.0,1399.111495,1480.051307,13.52%,12.44%,12.11%,Minor Arterial,7312,50,8514,4,31222,Small Scale Residential,Residential,Division No. 11,460,654.6,63.0,365.0,0,
1114474,9/19/2023,2023,Midblock,53.548043,-113.431291,5938179.138,36846.3214,SouthEast,2357.0,2062.814726,2453.585219,355.0,295.5045444,317.8775281,15.06%,14.33%,12.96%,Collector,22860,30,5090,2,13106,Small Scale Residential,Residential,Division No. 11,528,1722.1,55.8,475.0,0,
1119767,9/27/2023,2023,Midblock,53.472824,-113.426805,5938058.236,36889.5601,SouthEast,3525.0,3126.166398,3693.934247,405.0,405.9746684,425.5826428,11.49%,12.99%,11.52%,Collector,9513,30,6031,4,13484,Small Scale Residential,Residential,Division No. 11,951,2851.6,54.0,750.0,0,
1118045,9/28/2023,2023,Midblock,53.593648,-113.479109,5938001.998,36842.3464,NorthEast,734.0,646.9206525,703.8289435,71.0,49.14492674,62.45461135,9.67%,7.60%,8.87%,Local,24323,40,1233,2,30134,Parks and Services,Others,Division No. 11,559,1700.1,48.3,445.0,0,
1118229,9/28/2023,2023,Midblock,53.594282,-113.477166,5937926.898,36890.5874,NorthEast,718.0,670.8958212,729.8198913,16.0,18.22514423,23.34703594,2.23%,2.72%,3.20%,Local,50179,30,16213,2,27596,Parks and Services,Others,Division No. 11,559,1700.1,48.3,445.0,0,
1118021,9/28/2023,2023,Midblock,53.59517,-113.47914,5935403.265,28001.6609,NorthEast,719.0,667.8937491,726.5632453,13.0,17.61820665,22.52923464,1.81%,2.64%,3.10%,Local,24265,40,10719,2,30306,Parks and Services,Others,Division No. 11,559,1700.1,48.3,445.0,0,
1124386,10/4/2023,2023,Midblock,53.521927,-113.512921,5931706.457,31463.1167,Downtown,797.0,713.5507742,776.8009382,136.0,119.8828966,117.7737627,17.06%,16.80%,15.16%,Local,12860,30,1435,4,18609,Direct Development Control Provision,Direct Control Provisions,Division No. 11,582,5590.8,46.7,460.0,0,
443765,10/4/2023,2023,Estimation,53.6048496,-113.523084,5931596.608,31607.2053,NorthWest,858.0,814.7714388,837.1505967,65.0,44.89111189,46.80852551,7.58%,5.51%,5.59%,Collector,8754,40,2501,2,30445,Small Scale Residential,Residential,Division No. 11,373,3412.6,54.0,315.0,0,
444749,10/5/2023,2023,Estimation,53.5956064,-113.5411424,5931436.675,31451.978,NorthWest,27790.0,25949.80954,26662.56757,3857.0,3366.167673,3377.613008,13.88%,12.97%,12.67%,Minor Arterial,6603,50,16806,3,23563,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,955,2731.7,34.4,755.0,0,
444753,10/5/2023,2023,Estimation,53.5971915,-113.5411694,5938719.593,33625.1423,NorthWest,27790.0,25949.80954,26662.56757,4004.0,3490.958254,3501.136736,14.41%,13.45%,13.13%,Minor Arterial,6604,50,16806,3,23561,Small Scale Residential,Residential,Division No. 11,955,2731.7,34.4,755.0,0,
1121502,10/5/2023,2023,Midblock,53.555841,-113.491081,5936242.399,29743.6571,Downtown,15904.0,14197.27234,15401.38142,2570.0,2142.808805,2230.285705,16.16%,15.09%,14.48%,Minor Arterial,7504,50,14904,3,26042,Mixed Use,Others,Division No. 11,445,3255.3,46.4,420.0,0,
1121507,10/5/2023,2023,Midblock,53.57921,-113.418403,5938440.148,36787.6914,NorthEast,21781.0,18940.01062,20514.57711,2918.0,2456.182778,2446.905137,13.40%,12.97%,11.93%,Minor Arterial,9194,50,5790,4,22345,Small Scale Residential,Residential,Division No. 11,497,2257.0,47.0,415.0,0,
517564,10/11/2023,2023,Estimation,53.4838132,-113.4094278,5937766.714,37303.5004,SouthEast,4924.0,4366.877544,5198.280997,625.0,690.1841111,689.4976509,12.69%,15.80%,13.26%,Collector,10920,30,10028,2,2310,Parks and Services,Others,Division No. 11,885,3670.7,57.5,765.0,0,
316650,10/12/2023,2023,Estimation,53.5735576,-113.5513497,5937759.872,38523.6497,NorthWest,1336.666667,1248.155647,1282.438478,179.0,147.3906788,155.1759452,13.39%,11.81%,12.10%,Local,7321,40,16920,2,24831,Small Scale Residential,Residential,Division No. 11,782,3592.1,59.2,600.0,0,
315656,10/12/2023,2023,Estimation,53.5734828,-113.5516015,5944201.576,28631.3987,NorthWest,1135.333333,1060.154148,1089.273182,170.0,131.9919681,137.7020909,14.97%,12.45%,12.64%,Local,7325,40,16920,2,24316,Small Scale Residential,Residential,Division No. 11,536,3594.9,53.0,500.0,0,
315945,10/12/2023,2023,Estimation,53.5769911,-113.5544344,5942911.406,30357.4121,NorthWest,3107.0,2901.261542,2980.94989,477.0,331.076243,356.1787802,15.35%,11.41%,11.95%,Collector,7336,40,4792,2,9433,Small Scale Residential,Residential,Division No. 11,562,1198.8,48.4,455.0,0,
315918,10/12/2023,2023,Estimation,53.5770552,-113.5542005,5940865.822,33327.7794,NorthWest,2237.666667,2089.49348,2146.885164,346.0,229.0046382,243.2205527,15.46%,10.96%,11.33%,Collector,7334,40,5092,2,12055,Small Scale Residential,Residential,Division No. 11,648,971.1,54.7,530.0,0,
1120986,10/12/2023,2023,Midblock,53.518057,-113.484698,5940842.114,28803.1601,SouthEast,19394.0,17652.3029,20984.87413,3740.0,4040.900201,3911.854074,19.28%,22.89%,18.64%,Minor Arterial,19883,50,11889,2,29025,Medium Scale Residential,Residential,Division No. 11,537,4731.3,67.1,410.0,0,
1125265,10/17/2023,2023,Midblock,53.605647,-113.433155,5940838.109,29075.2619,NorthEast,3738.0,3327.827952,3601.325603,448.0,370.8870738,383.914038,11.99%,11.15%,10.66%,Collector,9559,30,2590,2,22044,Parks and Services,Others,Division No. 11,530,3076.0,56.6,415.0,0,
1123634,10/17/2023,2023,Midblock,53.646935,-113.494799,5940822.868,27897.9412,NorthWest,61300.0,60641.07469,62306.6905,11950.0,9881.970042,10332.77535,19.49%,16.30%,16.58%,Major Arterial,28243,100,14225,3,28854,Agriculture Zone,Agriculture,Division No. 11,1304,1534.8,65.5,1015.0,0,
1123639,10/17/2023,2023,Midblock,53.480744,-113.658761,5940803.686,25821.3294,NorthWest,73833.0,73039.35509,75045.5119,17060.0,14682.57689,14922.56457,23.11%,20.10%,19.88%,Major Arterial,28066,100,4465,3,7922,Agriculture Zone,Agriculture,Division No. 11,806,2196.2,66.9,695.0,0,
1123645,10/17/2023,2023,Midblock,53.59068,-113.647437,5940813.011,25137.8451,NorthWest,60626.0,59974.31964,61621.62183,12875.0,11342.62057,11458.50858,21.24%,18.91%,18.59%,Major Arterial,28975,100,4465,3,12697,Agriculture Zone,Agriculture,Division No. 11,134,7.3,52.0,125.0,0,
1123704,10/17/2023,2023,Midblock,53.500977,-113.659337,5941033.434,25482.54,NorthWest,100055.0,98979.48986,101698.139,22034.0,18828.38057,19181.28423,22.02%,19.02%,18.86%,Major Arterial,27061,100,4465,2,7828,Agriculture Zone,Agriculture,Division No. 11,2414,2133.6,60.6,1880.0,0,
1123614,10/17/2023,2023,Midblock,53.435532,-113.395102,5940826.35,28313.914,SouthEast,79927.0,72749.07776,86369.21647,17246.0,18054.21798,18424.76931,21.58%,24.82%,21.33%,Major Arterial,30034,100,4252,2,3017,Agriculture Zone,Agriculture,Division No. 11,1521,208.9,79.0,1025.0,0,
1123629,10/17/2023,2023,Midblock,53.43107,-113.584068,5940445.912,28360.8878,SouthWest,69287.0,60591.51512,64174.47864,16003.0,14419.7928,14706.40768,23.10%,23.80%,22.92%,Major Arterial,29528,100,16604,2,28598,Agriculture Zone,Agriculture,Division No. 11,0,0.0,,,0,
1125237,10/24/2023,2023,Midblock,53.492942,-113.62366,5939881.302,28740.437,NorthWest,1535.0,1518.499994,1560.208318,157.0,126.2329718,130.5354119,10.23%,8.31%,8.37%,Collector,49893,30,12710,4,3739,Parks and Services,Others,Division No. 11,511,2484.2,55.4,460.0,0,
1127352,10/25/2023,2023,Midblock,53.542399,-113.540998,5939042.244,29221.439,Downtown,45395.0,40641.95407,44244.51517,9620.0,7511.073952,8066.585805,21.19%,18.48%,18.23%,Minor Arterial,19900,50,11203,2,1969,River Valley,Others,Division No. 11,480,625.6,64.4,365.0,0,
1127371,10/25/2023,2023,Midblock,53.512315,-113.50343,5937400.72,23837.6128,SouthWest,7399.0,6391.002708,6768.922446,1482.0,1240.876844,1223.459234,20.03%,19.42%,18.07%,Collector,4993,30,13308,4,22950,Parks and Services,Others,Division No. 11,803,5117.9,62.0,710.0,0,
1130705,11/2/2023,2023,Midblock,53.467378,-113.428455,5937563.164,30394.2654,SouthEast,3089.0,2919.727392,3482.824097,356.0,361.5935183,367.4774457,11.52%,12.38%,10.55%,Collector,50437,40,2575,2,121,Parks and Services,Others,Division No. 11,623,3624.2,46.7,535.0,0,
308916,11/7/2023,2023,Estimation,53.5430173,-113.5368077,5936249.062,25488.7941,Downtown,20372.0,19461.98767,21180.01022,3782.0,3623.655778,3664.180965,18.56%,18.62%,17.30%,Minor Arterial,6283,50,14481,4,24711,Mixed Use,Others,Division No. 11,1384,1581.2,63.8,1300.0,0,
308924,11/7/2023,2023,Estimation,53.5430226,-113.5384175,5936376.303,24615.6521,Downtown,20834.0,19903.35024,21660.33443,4129.0,3939.853712,3985.575849,19.82%,19.79%,18.40%,Minor Arterial,6284,50,14481,3,24987,Mixed Use,Others,Division No. 11,1384,1581.2,63.8,1300.0,0,
330089,11/7/2023,2023,Estimation,53.5437334,-113.537653,5936435.623,23880.0585,Downtown,576.0,550.2702189,598.8457631,87.0,84.06677281,91.81048476,15.10%,15.28%,15.33%,Local,13454,40,14406,2,17091,Small Scale Residential,Residential,Division No. 11,479,1839.5,51.3,400.0,0,
330085,11/7/2023,2023,Estimation,53.5427822,-113.537635,5935061.386,27964.0536,Downtown,1234.0,1178.877518,1282.943874,279.0,245.4266916,246.3020208,22.61%,20.82%,19.20%,Local,14110,40,14406,2,17092,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,1384,1581.2,63.8,1300.0,0,
1131470,11/8/2023,2023,Midblock,53.553641,-113.571345,5934089.394,25133.1948,NorthWest,1359.0,1299.47743,1335.169906,82.0,46.76939004,55.35908949,6.03%,3.60%,4.15%,Collector,7884,40,12085,2,2411,Parks and Services,Others,Division No. 11,364,3379.8,63.5,315.0,0,
1131503,11/8/2023,2023,Midblock,53.575579,-113.559004,5933057.661,23980.0333,NorthWest,1550.0,1482.111859,1522.820718,258.0,172.5611911,189.9686588,16.65%,11.64%,12.47%,Collector,8756,40,701,2,9431,Parks and Services,Others,Division No. 11,495,1620.3,58.0,440.0,0,
1135943,11/15/2023,2023,Midblock,53.596406,-113.500382,5932625.752,27986.2372,NorthWest,5192.0,3999.27969,4109.127074,657.0,357.3562866,369.6153807,12.65%,8.94%,8.99%,Collector,10116,40,17324,2,17944,Small Scale Residential,Residential,Division No. 11,449,1921.3,51.5,340.0,0,
414388,11/15/2023,2023,Estimation,53.6140481,-113.4900789,5931916.225,27212.6603,NorthEast,24376.0,22458.23205,24262.38304,3232.0,3075.043558,3070.323796,13.26%,13.69%,12.65%,Minor Arterial,21857,60,5548,2,22776,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,405,2246.3,44.8,290.0,0,
404264,11/15/2023,2023,Estimation,53.5922864,-113.4468305,5931923.393,27123.7454,NorthEast,4637.0,4272.18666,4615.386862,496.0,426.1637717,456.3609108,10.70%,9.98%,9.89%,Collector,5179,40,16766,4,33255,Small Scale Residential,Residential,Division No. 11,705,3029.7,60.7,610.0,0,
104342,11/15/2023,2023,Estimation,53.5704175,-113.4633691,5931397.171,24462.7239,NorthEast,17347.0,15982.23463,17266.14533,2399.0,2201.921312,2229.703466,13.83%,13.78%,12.91%,Minor Arterial,7828,50,2400,3,19960,Mixed Use,Others,Division No. 11,537,3680.6,45.3,475.0,0,
111127,11/15/2023,2023,Estimation,53.5637841,-113.4733785,5929208.712,23226.1286,NorthEast,9519.0,8770.098084,9474.631775,1340.0,1499.966807,1561.365284,14.08%,17.10%,16.48%,Minor Arterial,6715,50,943,3,28407,Small Scale Residential,Residential,Division No. 11,512,3972.1,61.5,455.0,0,
102806,11/15/2023,2023,Estimation,53.561076,-113.4725691,5932813.205,20744.0742,NorthEast,17703.0,16310.22653,17620.48601,2446.0,2687.62169,2713.734643,13.82%,16.48%,15.40%,Minor Arterial,23636,50,9245,2,28656,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,536,934.8,31.5,540.0,0,
111165,11/15/2023,2023,Estimation,53.5607661,-113.4733335,5937148.321,20600.7517,NorthEast,14126.0,13014.64498,14060.15847,2080.0,2578.489208,2644.37636,14.72%,19.81%,18.81%,Minor Arterial,50176,50,1206,3,15779,Urban Facilities,Others,Division No. 11,536,934.8,31.5,540.0,0,
110713,11/15/2023,2023,Estimation,53.5711117,-113.4430534,5944017.393,36855.3982,NorthEast,6831.0,6293.574956,6799.16059,829.0,876.361137,883.6898756,12.14%,13.92%,13.00%,Minor Arterial,7291,50,8567,3,9537,Medium Scale Residential,Residential,Division No. 11,498,3083.6,45.8,295.0,0,
441285,11/15/2023,2023,Estimation,53.6157232,-113.4919135,5944134.361,36784.2925,NorthWest,37558.0,35913.00465,36899.41969,5620.0,4698.522031,4750.449049,14.96%,13.08%,12.87%,Major Arterial,26058,70,12832,4,21671,Small Scale Residential,Residential,Division No. 11,764,2623.6,46.5,635.0,0,
414396,11/15/2023,2023,Estimation,53.6140854,-113.4955738,5944137.035,36969.3056,NorthWest,23063.0,22052.86826,22658.58981,2995.0,2659.99585,2664.122507,12.99%,12.06%,11.76%,Minor Arterial,7158,60,5548,2,31860,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,573,1508.3,59.7,385.0,0,
104346,11/15/2023,2023,Estimation,53.5704175,-113.464799,5942818.907,38498.9952,NorthEast,15636.0,14405.84658,15563.12033,2366.0,2107.894203,2133.889707,15.13%,14.63%,13.71%,Minor Arterial,6694,50,2400,3,20337,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,537,3680.6,45.3,475.0,0,
105086,11/15/2023,2023,Estimation,53.573643,-113.4510484,5942724.799,38381.9073,NorthEast,709.0,626.7757136,680.6204236,63.0,59.66990499,59.87814029,8.89%,9.52%,8.80%,Local,5030,40,2760,2,11644,Medium Scale Residential,Residential,Division No. 11,482,1727.0,35.6,505.0,0,
100492,11/16/2023,2023,Estimation,53.5388381,-113.520458,5938216.698,34264.357,Downtown,11038.0,10228.01092,11161.0717,2026.0,1840.936177,1873.713991,18.35%,18.00%,16.79%,Minor Arterial,3586,40,6605,4,13042,Direct Development Control Provision,Direct Control Provisions,Division No. 11,500,12690.4,53.8,520.0,0,
100498,11/16/2023,2023,Estimation,53.5388435,-113.5218609,5938052.469,35280.6024,Downtown,13358.0,12377.76498,13506.93928,2671.0,2402.560802,2491.736316,20.00%,19.41%,18.45%,Minor Arterial,23995,60,14939,2,4629,Direct Control,Others,Division No. 11,1384,1581.2,63.8,1300.0,0,
112755,11/16/2023,2023,Estimation,53.5395062,-113.5213753,5937991.045,35326.3041,Downtown,10333.0,9574.745138,10448.21108,1637.0,1783.463327,1851.249937,15.84%,18.63%,17.72%,Minor Arterial,1699,50,677,3,30096,Direct Control,Others,Division No. 11,662,11573.4,66.1,620.0,0,
112753,11/16/2023,2023,Estimation,53.5385335,-113.5213034,5937989.736,35240.5325,Downtown,579.0,536.5118973,585.4557451,0.0,0.00286048429,0.0040128714,0.00%,0.00%,0.00%,Local,13891,50,677,4,29869,Direct Development Control Provision,Direct Control Provisions,Division No. 11,500,12690.4,53.8,520.0,0,
1139399,11/16/2023,2023,Midblock,53.549805,-113.56576,5937217.534,35291.0216,NorthWest,15407.0,14471.04646,14868.51968,2645.0,2475.261514,2559.629966,17.17%,17.10%,17.22%,Minor Arterial,9316,50,2539,4,16244,Small Scale Residential,Residential,Division No. 11,637,2195.0,58.6,495.0,0,
1139400,11/16/2023,2023,Midblock,53.550947,-113.563099,5936620.973,35655.4065,NorthWest,34609.0,32506.552,33399.40272,7243.0,5901.563147,6182.367752,20.93%,18.15%,18.51%,Minor Arterial,6646,60,2056,3,28883,Small Scale Residential,Residential,Division No. 11,637,2195.0,58.6,495.0,0,
1139402,11/16/2023,2023,Midblock,53.552036,-113.565835,5936620.218,35555.2938,NorthWest,11985.0,11256.92813,11566.11984,2029.0,1686.47187,1770.483396,16.93%,14.98%,15.31%,Minor Arterial,9314,60,15986,4,16245,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,469,1316.3,59.2,380.0,0,
1139461,11/16/2023,2023,Midblock,53.551071,-113.567728,5935606.818,38534.6706,NorthWest,30332.0,28489.37372,29271.88544,6469.0,5108.213857,5351.988791,21.33%,17.93%,18.28%,Minor Arterial,21051,60,17131,2,26372,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,637,2195.0,58.6,495.0,0,
110473,11/21/2023,2023,Estimation,53.5709142,-113.4245903,5935490.836,38532.6351,NorthEast,1250.0,1164.596926,1265.819389,125.0,96.09183188,100.1846283,10.00%,8.25%,7.91%,Collector,9618,40,5093,2,13127,Small Scale Residential,Residential,Division No. 11,497,3502.5,55.4,370.0,0,
111521,11/22/2023,2023,Estimation,53.5456678,-113.4790532,5935544.859,38456.5073,Downtown,13108.0,12282.96803,13354.72099,2022.0,2256.24131,2283.243569,15.43%,18.37%,17.10%,Minor Arterial,7516,50,91,4,16993,Mixed Use,Others,Division No. 11,476,3628.0,24.5,265.0,0,
254903,11/22/2023,2023,Estimation,53.5136208,-113.5258629,5935309.18,37632.2622,SouthWest,35532.0,32402.51985,34318.58098,7984.0,6029.332079,6422.580417,22.47%,18.61%,18.71%,Minor Arterial,30012,50,575,2,28925,Parks and Services,Others,Division No. 11,552,3447.8,59.5,420.0,0,
235864,11/22/2023,2023,Estimation,53.5122517,-113.5240193,5935110.224,38464.8205,SouthWest,4342.0,3959.578442,4193.72055,937.0,769.7130944,788.9680826,21.58%,19.44%,18.81%,Collector,9931,40,4239,2,21431,Parks and Services,Others,Division No. 11,621,2470.2,52.1,595.0,0,
235876,11/22/2023,2023,Estimation,53.5122678,-113.5269691,5934804.427,38591.3331,SouthWest,4212.0,3841.028189,4068.160054,754.0,665.8893334,657.0876613,17.90%,17.34%,16.15%,Collector,17680,40,175,2,22939,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,552,3447.8,59.5,420.0,0,
110719,11/23/2023,2023,Estimation,53.5759872,-113.4430624,5934963.332,38534.5547,NorthEast,9700.0,8836.443876,9649.152402,1211.0,1224.227125,1233.554002,12.48%,13.85%,12.78%,Minor Arterial,7293,50,8567,3,11432,Neighbourhood Commercial,Commercial,Division No. 11,459,1056.9,41.7,360.0,0,
105400,11/23/2023,2023,Estimation,53.5751329,-113.4421631,5931165.644,34409.1641,NorthEast,1795.5,1635.653091,1786.087952,200.0,181.7437702,180.9286113,11.14%,11.11%,10.13%,Collector,11448,40,3457,2,1143,Medium Scale Residential,Residential,Division No. 11,535,3661.9,53.4,515.0,0,
105404,11/23/2023,2023,Estimation,53.5751436,-113.4437009,5931129.876,34722.7317,NorthEast,1805.0,1644.30734,1795.538153,239.0,185.5782543,190.5794605,13.24%,11.29%,10.61%,Collector,14743,50,15732,3,1848,Neighbourhood Commercial,Commercial,Division No. 11,459,1056.9,41.7,360.0,0,
110717,11/23/2023,2023,Estimation,53.5740542,-113.4430624,5931167.559,34822.6223,NorthEast,7005.0,6381.370037,6968.279647,939.0,978.147972,985.0773864,13.40%,15.33%,14.14%,Minor Arterial,7292,50,8567,3,11431,Medium Scale Residential,Residential,Division No. 11,459,1056.9,41.7,360.0,0,
105066,11/23/2023,2023,Estimation,53.5735522,-113.4437818,5931290.97,41834.9449,NorthEast,663.0,603.9754938,659.5245404,55.0,47.86014766,47.19031052,8.30%,7.92%,7.16%,Local,6533,40,7313,2,11647,Small Scale Residential,Residential,Division No. 11,459,1056.9,41.7,360.0,0,
110715,11/23/2023,2023,Estimation,53.572874,-113.4430624,5931215.011,41715.0822,NorthEast,6649.0,6015.008548,6533.464215,853.0,915.8716388,924.0201831,12.83%,15.23%,14.14%,Minor Arterial,5337,50,8567,3,11430,Medium Scale Residential,Residential,Division No. 11,459,1056.9,41.7,360.0,0,
1141443,11/23/2023,2023,Midblock,53.550747,-113.57748,5924658.282,37294.767,NorthWest,32.0,30.05604508,30.88158822,7.0,7.555380451,0.0,21.88%,25.14%,0.00%,Local,19954,40,17431,2,18848,Small Scale Residential,Residential,Division No. 11,649,2564.2,65.7,540.0,0,
111745,11/28/2023,2023,Estimation,53.5788333,-113.4923092,5924659.25,37712.3261,NorthWest,48109.0,47524.10664,48829.4414,8733.0,7109.103148,7226.245108,18.15%,14.96%,14.80%,Minor Arterial,6710,60,639,6,22187,Small Scale Residential,Residential,Division No. 11,618,2790.1,54.1,555.0,0,
254915,11/28/2023,2023,Estimation,53.517333,-113.525623,5924130.202,34532.7027,SouthWest,16508.0,15238.95087,16140.07712,3181.0,2342.661613,2592.240623,19.27%,15.37%,16.06%,Minor Arterial,29773,50,575,3,28926,Alternative Jurisdiction,Others,Division No. 11,377,700.4,60.0,275.0,0,
238006,11/28/2023,2023,Estimation,53.5163373,-113.5234617,5923939.263,34506.5893,SouthWest,9957.0,9191.557658,9735.082865,2154.0,1932.313983,1928.888739,21.63%,21.02%,19.81%,Minor Arterial,50720,50,16466,2,18186,Alternative Jurisdiction,Others,Division No. 11,377,700.4,60.0,275.0,0,
254909,11/28/2023,2023,Estimation,53.5149095,-113.525818,5923578.66,37336.1555,SouthWest,34015.0,31400.10382,33256.88899,7125.0,5979.783225,6364.859803,20.95%,19.04%,19.14%,Minor Arterial,30012,50,575,2,28925,Small Scale Residential,Residential,Division No. 11,451,2445.8,29.8,420.0,0,
111747,11/28/2023,2023,Estimation,53.5802161,-113.4922733,5924015.908,37462.3291,NorthWest,49227.0,44027.9066,45237.21197,8904.0,7251.770394,7366.438192,18.09%,16.47%,16.28%,Minor Arterial,7737,60,639,6,22188,Urban Facilities,Others,Division No. 11,543,989.1,53.0,500.0,0,
330349,12/7/2023,2023,Estimation,53.5581914,-113.5511159,5923843.722,37318.5202,NorthWest,33785.0,30275.39869,31106.96679,6914.0,5235.006878,0.0,20.46%,17.29%,0.00%,Minor Arterial,21581,60,2447,2,26203,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,616,2419.5,63.5,520.0,0,
110745,12/13/2023,2023,Estimation,53.577493,-113.4445553,5923995.635,38569.6702,NorthEast,408.0,401.2424609,435.0816294,33.0,29.90160218,30.92162267,8.09%,7.45%,7.11%,Local,5188,50,4751,2,16886,Medium Industrial,Industrial,Division No. 11,459,1056.9,41.7,360.0,0,
110631,12/13/2023,2023,Estimation,53.5714055,-113.4368481,5923784.437,38395.1225,NorthEast,380.0,373.7062136,405.2230862,36.0,27.06260913,27.82112359,9.47%,7.24%,6.87%,Local,5428,40,4538,2,20488,Small Scale Residential,Residential,Division No. 11,498,3083.6,45.8,295.0,0,
110397,12/13/2023,2023,Estimation,53.5712559,-113.41843,5922122.631,37104.3697,NorthEast,11894.0,11697.00449,12683.4826,1682.0,1570.845205,1580.663012,14.14%,13.43%,12.46%,Minor Arterial,21625,50,5790,3,15811,Small Scale Residential,Residential,Division No. 11,432,3458.8,44.7,380.0,0,
333081,8/13/2024,2024,Estimation,53.629771,-113.567171,5921695.022,34566.5344,NW,,16804.40584,17282.03376,,,,,,,Minor Arterial,31425,60,6309,2,28074,Agriculture Zone,Agriculture,Division No. 11,0,0.0,,,0,
444785,10/8/2024,2024,Estimation,53.618081,-113.541205,5920959.823,34668.7537,NW,,25246.6852,25964.26617,,,,,,,Minor Arterial,21187,60,2937,2,31008,Small Scale Residential,Residential,Division No. 11,253,2898.1,47.1,170.0,0,
407556,8/27/2024,2024,Estimation,53.59952,-113.496534,5919824.04,34823.145,NW,,28963.65112,29786.8786,,,,,,,Minor Arterial,27683,60,8884,3,30789,Griesbach Village Centre Zone,Others,Division No. 11,449,1921.3,51.5,340.0,0,
317956,10/30/2024,2024,Estimation,53.599575,-113.564885,5920748.215,37046.9138,NW,,39259.58247,40375.44893,,,,,,,Minor Arterial,29148,60,8884,3,30802,General Commercial,Commercial,Division No. 11,3634,2733.6,63.8,2900.0,0,
317948,10/30/2024,2024,Estimation,53.599524,-113.560775,5921133.448,37040.9134,NW,,32940.77094,33877.03922,,,,,,,Minor Arterial,21531,60,8884,2,27624,General Commercial,Commercial,Division No. 11,957,3239.7,52.5,695.0,0,
317972,7/18/2024,2024,Estimation,53.599451,-113.578561,5920980.457,37002.0877,NW,,30092.83352,30948.1555,,,,,,,Minor Arterial,30443,70,8801,3,27631,Business Commercial,Commercial,Division No. 11,5,2.7,,,0,
